VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
exmpl-kestrel-0027,poweredOn,False,False,green,exmplkestrel0027.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,6,,16384,0,1,5,921600,False,,normal,,TRUE,,10.21.51.51,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,2098852,1049426,1049425,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0027.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,CentOS 7.9 (64-bit),CentOS 7.9 (64-bit),IDLE,,vm-4100,4ee32178-645b-c15a-79a1-c836e8c4e4e2,cda3d11b-f091-8d75-0725-094677dc5705,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0018,poweredOff,False,False,green,exmplkestrel0018.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,6,,33792,0,1,5,921600,False,,normal,,TRUE,,10.21.51.54,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4327093,2163546,2163545,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0018.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,CentOS 8 (64-bit),CentOS 8 (64-bit),IDLE,,vm-4101,796ee502-83a6-820e-6c4d-7ec00e809d02,abf3cebb-dca0-d7ec-d903-2e8b311a7f3f,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0153,poweredOn,False,False,green,exmplkestrel0153.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,10,,34816,0,1,5,921600,False,,normal,,TRUE,,10.21.52.57,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4458182,2229091,2229090,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0153.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),IDLE,,vm-4102,073ff5ed-082a-99cc-e041-c6bb9249cef6,0a6981d6-ca11-ce35-8478-37bd2d634d9d,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0127,poweredOff,False,False,green,exmplkestrel0127.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,10,,68608,0,1,5,921600,False,,normal,,TRUE,,10.21.52.60,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,8783575,4391787,4391786,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0127.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),IDLE,,vm-4103,71392a6e-a6a8-e9c1-9b33-0ea6d9ce23df,a711c297-dcee-0a3d-f21a-4f30e85f7af6,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0172,poweredOn,False,False,green,exmplkestrel0172.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,18,,135168,0,1,5,921600,False,,normal,,TRUE,,10.21.53.63,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,17303272,8651636,8651635,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0172.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Oracle Linux 7.9 (64-bit),Oracle Linux 7.9 (64-bit),IDLE,,vm-4104,83e2fee9-7317-f0b3-3eef-33b15e8f1742,f9609288-62a9-dd9c-66b9-4325920a3931,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0042,poweredOff,False,False,green,exmplkestrel0042.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,2,,4096,0,1,5,921600,False,,normal,,TRUE,,10.21.53.66,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,526073,263036,263035,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0042.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Debian GNU/Linux 11 (64-bit),Debian GNU/Linux 11 (64-bit),IDLE,,vm-4105,898f1c00-ce52-c022-2acb-b2e8d1810cf0,764e197a-64cd-bda4-f09d-312ac18c86f0,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0113,poweredOn,False,False,green,exmplkestrel0113.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,2,,9216,0,1,5,921600,False,,normal,,TRUE,,10.21.54.69,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1181450,590725,590724,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0113.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Debian GNU/Linux 10 (64-bit),Debian GNU/Linux 10 (64-bit),IDLE,,vm-4106,93f68cee-4802-fb6c-a39f-b7c85818c843,e6e15d7f-e959-36d5-f6c7-c8bb12fb808b,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0075,poweredOff,False,False,green,exmplkestrel0075.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,18432,0,1,5,921600,False,,normal,,TRUE,,10.21.54.72,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,2361115,1180557,1180556,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0075.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE Linux Enterprise 12 (64-bit),SUSE Linux Enterprise 12 (64-bit),IDLE,,vm-4107,20ccb213-3ac9-95ca-42de-c5dbd5778574,3a68de81-ce49-9154-664a-cdd872fe92e4,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0141,poweredOn,False,False,green,exmplkestrel0141.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,35840,0,1,5,921600,False,,normal,,TRUE,,10.21.55.75,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4589356,2294678,2294677,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0141.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 11 (64-bit),IDLE,,vm-4108,eccdf8e2-7fcb-18e6-e7ac-360aa461e644,b970d3bb-fae3-8a77-e758-5361bf5178e1,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0081,poweredOff,False,False,green,exmplkestrel0081.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,8,,36864,0,1,5,921600,False,,normal,,TRUE,,10.21.55.78,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4720445,2360222,2360221,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/exmpl-kestrel-0081.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3130/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,openSUSE 15.5 (64-bit),openSUSE 15.5 (64-bit),IDLE,,vm-4109,f7df1fe9-2141-4fbf-629f-b1fb950e0949,a866569f-103b-4d98-54ac-c894dc3578da,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0094,poweredOn,False,False,green,exmplkestrel0094.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,8,,65536,0,1,5,921600,False,,normal,,TRUE,,10.21.56.81,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,8390478,4195239,4195238,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0094.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE 11 (64-bit),SUSE 11 (64-bit),IDLE,,vm-4110,2ec0b95c-5b7d-6865-aede-735aff03eda8,a7f1bb66-ee75-2ab0-496d-f8529ec0daf3,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0062,poweredOff,False,False,green,exmplkestrel0062.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,16,,132096,0,1,5,921600,False,,normal,,TRUE,,10.21.56.84,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,16910175,8455087,8455086,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0062.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Red Hat Enterprise Linux 7.9 (64-bit),Red Hat Enterprise Linux 7.9 (64-bit),IDLE,,vm-4111,9b004a08-321b-03c9-0c69-f8dee8b78a2f,587b8b15-3d00-27a1-cc7d-269ecf58cd56,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0047,poweredOn,False,False,green,exmplkestrel0047.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,3,,6144,0,1,5,921600,False,,normal,,TRUE,,10.21.57.87,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,788336,394168,394167,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0047.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Red Hat Enterprise Linux 6.10 (64-bit),Red Hat Enterprise Linux 6.10 (64-bit),IDLE,,vm-4112,f50ba120-c3db-5d22-35c8-ef0c40075a02,23344395-8edd-c188-51e1-3de56d4d4eb5,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0061,poweredOff,False,False,green,exmplkestrel0061.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,3,,11264,0,1,5,921600,False,,normal,,TRUE,,10.21.57.90,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1443713,721856,721855,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0061.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Red Hat Enterprise Linux 5.11 (64-bit),Red Hat Enterprise Linux 5.11 (64-bit),IDLE,,vm-4113,f9600b55-49e0-64ac-c6aa-def1b2966309,393724ff-b762-b523-dfe7-70d73c923432,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0073,poweredOn,False,False,green,exmplkestrel0073.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,5,,20480,0,1,5,921600,False,,normal,,TRUE,,10.21.58.93,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,2623378,1311689,1311688,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0073.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,FreeBSD 14.0 (64-bit),FreeBSD 14.0 (64-bit),IDLE,,vm-4114,00e4e33c-1b03-f25b-eacf-76d145b528e0,c077e35a-5a2c-d335-f8f9-095a17e254c0,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0156,poweredOff,False,False,green,exmplkestrel0156.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,5,,32768,0,1,5,921600,False,,normal,,TRUE,,10.21.58.96,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4196259,2098129,2098128,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0156.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE openSUSE Leap 15.4 (64-bit),SUSE openSUSE Leap 15.4 (64-bit),IDLE,,vm-4115,78106d36-6356-bb6b-60d2-ef0c7839cad1,3bbbb4a2-3364-6948-8183-d5483d6934dc,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0037,poweredOn,False,False,green,exmplkestrel0037.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,9,,33792,0,1,5,921600,False,,normal,,TRUE,,10.21.59.99,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,4327348,2163674,2163673,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0037.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,SUSE 12 (64-bit),SUSE 12 (64-bit),IDLE,,vm-4116,d285e2d6-0241-24a7-503b-cd3364b76f1c,a22b1802-fecd-e91c-ddd7-86b472fb6ba7,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0116,poweredOff,False,False,green,exmplkestrel0116.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,9,,67584,0,1,5,921600,False,,normal,,TRUE,,10.21.59.102,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,8652741,4326370,4326369,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0116.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2025 (64-bit),Microsoft Windows Server 2025 (64-bit),IDLE,,vm-4117,c8d4d9c4-9107-5dec-626a-bfdc458f1f14,5982fcdf-193a-bfc6-275c-c38887667e50,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0046,poweredOn,False,False,green,exmplkestrel0046.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,17,,134144,0,1,5,921600,False,,normal,,TRUE,,10.21.60.105,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,17172438,8586219,8586218,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0046.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),IDLE,,vm-4118,496ab821-9750-9773-9dbb-4a78291cd976,c0f52829-de9f-292f-13d6-d0091b47ae77,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0182,poweredOff,False,False,green,exmplkestrel0182.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,8192,0,1,5,921600,False,,normal,,TRUE,,10.21.60.108,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1050599,525299,525298,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/exmpl-kestrel-0182.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3131/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),IDLE,,vm-4119,024f5467-a925-0edf-347d-a9f73433a3bf,9586da6d-dfad-e84a-4bbb-5da6e50f0ff2,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
exmpl-kestrel-0077,poweredOn,False,False,green,exmplkestrel0077.exmpl.oci,connected,notRunning,gray,False,,,,0,2025/10/16 19:33:43,2026/03/10 16:12:17,4,,8192,0,1,5,921600,False,,normal,,TRUE,,10.21.61.111,workload-1,,,,,,,,1,8192,/exmpl-dc01/AMD/Resources/Example,group-v2068,,,,notConfigured,,gray,-1,-1,,1050616,525308,525307,medium,powerOff,vmMonitoringOnly,,,False,0,10000,False,False,False,True,efi,20,none,never,,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3132/exmpl-kestrel-0077.vmx,[Exmpl-vsan-DS] 6578616d-706c-652d-7669-6e666f2d3132/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,[AMD-vsanDatastore] 6c2cf168-dbb4-23f6-9197-b83fd2dc2a84/,,oci-w01dc,AMD,esxi-amd-3.example.vcn.exmpl.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),IDLE,,vm-4120,a32ed8af-b9c6-c954-ce2b-f2983beddb13,2081f3aa-a2c2-f69e-5b00-8554955186a9,VMware vCenter Server 8.0.3 build-24853646,8.0.3.0,vcenter.example.exmpl.local,00000000-0000-4000-8000-000000000001
